terme,definition,reference,exclusions,langue,doc_id,modele,nom_scientifique,exchanges
espèce migratrice,l'espèce migratrice concernée ainsi que l'identification des facteurs susceptibles de nuire à cet état de conservation;,Article VII 3. a),,fr,I008,qwen3-8b,,
plan de conservation et de gestion,des plans de conservation et de gestion coordonnés;,Article VII 3. b),,fr,I008,qwen3-8b,,
recherche scientifique,des travaux de recherche sur l'écologie et la dynamique des espèces.,Article VII 3. c),,fr,I008,qwen3-8b,,
informations,"l'échange d'informations sur l'espèce migratrice concernée, et en particulier l'échange d'informations relatives aux résultats de la recherche scientifique ainsi que de statistiques pertinentes relatives à cette espèce;",Article VII 3. d),,fr,I008,qwen3-8b,,
réseau d'habitats,le maintien d'un réseau d'habitats appropriés à l'espèce migratrice concernée et répartis d'une manière adéquate le,Article VII 3. f),,fr,I008,qwen3-8b,,
ACCORD,des accords conclus entre des Parties pour la conservation des espèces migratrices,5. a),,fr,I008,qwen3-8b,,
Conférence des Parties,la conférence des parties à la convention,5. a),,fr,I008,qwen3-8b,,
Conseil scientifique,le conseil scientifique,5. a),,fr,I008,qwen3-8b,,
Partie,chaque état partie à la convention,5. a),,fr,I008,qwen3-8b,,
Secrétariat,le secrétariat,5. a),,fr,I008,qwen3-8b,,
espèce migratrice,l'espèce dont la migration est considérée,5. a),,fr,I008,qwen3-8b,,
habitat,l'environnement naturel de l'espèce migratrice,5. a),,fr,I008,qwen3-8b,,
migration,le mouvement régulier de l'espèce d'un lieu à un autre,5. a),,fr,I008,qwen3-8b,,
Conférence des Parties,La Conférence des Parties,Article IX,,fr,I008,qwen3-8b,,
Secrétariat,il est établi un Secrétariat,Article IX,,fr,I008,qwen3-8b,,
Directeur exécutif du Programme des Nations Unies pour l'environnement,le Directeur exécutif du Programme des Nations Unies pour l'environnement,Article IX,,fr,I008,qwen3-8b,,
Organisation des Nations Unies,l'Organisation des Nations Unies,Article IX,,fr,I008,qwen3-8b,,
institutions spécialisées,ses institutions spécialisées,Article IX,,fr,I008,qwen3-8b,,
Agence internationale de l'énergie atomique,l'Agence internationale de l'énergie atomique,Article IX,,fr,I008,qwen3-8b,,
Etat non partie,tout Etat non partie à la présente Convention,Article IX,,fr,I008,qwen3-8b,,
ACCORD,pour chaque ACCORD,Article IX,,fr,I008,qwen3-8b,,
organisation ou institution techniquement qualifiée,"toute organisation ou toute institution techniquement qualifiée dans le domaine de la protection, de la conservation et de la gestion des espèces migratrices",Article IX,,fr,I008,qwen3-8b,,
catégories mentionnées ci-dessous,appartenant aux catégories mentionnées ci-dessous,Article IX,,fr,I008,qwen3-8b,,
désire se faire représenter,qui a informé le Secrétariat de son désir de se faire représenter,Article IX,,fr,I008,qwen3-8b,,
observateurs,par des observateurs,Article IX,,fr,I008,qwen3-8b,,
organisations et institutions internationales ou nationales,du concours d'organisations et d'institutions internationales ou nationales appropriées,Article IX,,fr,I008,qwen3-8b,,
intergouvernementales ou non gouvernementales,intergouvernementales ou non gouvernementales,Article IX,,fr,I008,qwen3-8b,,
organisations ou institutions internationales techniquement compétentes,a) les organisations ou institutions internationales techniquement compétentes dans le,Article IX,,fr,I008,qwen3-8b,,
domaine de la protection,"domaine de la protection, gouvernementales ou non gouvernementales, les de la conservation et de la gestion de la faune sauvage.",Article VIII,,fr,I008,qwen3-8b,,
organisations et institutions nationales gouverne-mentales,organisations et institutions nationales gouverne-mentales;,Article VIII,,fr,I008,qwen3-8b,,
Programme des Nations Unies pour l'environnement,Programme des Nations Unies pour l'environnement ne se trouverait plus à même de pourvoir au,Article VIII,,fr,I008,qwen3-8b,,
Conférence des Parties,Conférence des Parties prendra les dispositions,Article VIII,,fr,I008,qwen3-8b,,
Secrétariat,"Secrétariat, la Conférence des Parties prendra les dispositions",Article VIII,,fr,I008,qwen3-8b,,
organismes permanents,organismes permanents qui auront été institués aux termes d'ACCORDS et les autres organisations internationales,Article VIII,,fr,I008,qwen3-8b,,
Conseil scientifique,Conseil scientifique chargé de fournir des avis sur des questions scientifiques.,Article VIII,,fr,I008,qwen3-8b,,
expert qualifié,expert qualifié comme membre du Conseil scientifique.,Article VIII,,fr,I008,qwen3-8b,,
mandat,mandat sont déterminés par la Conférence des Parties.,Article VIII,,fr,I008,qwen3-8b,,
règlement intérieur,règlement intérieur.,Article VIII,,fr,I008,qwen3-8b,,
fonctions du Conseil scientifique,"fonctions du Conseil scientifique, qui peuvent être notamment:",Article VIII,,fr,I008,qwen3-8b,,
avis scientifiques,"avis scientifiques à la Conférence des Parties,",Article VIII,,fr,I008,qwen3-8b,,
Secrétariat,"tenir et publier la liste des Etats de l'aire de répartition de Parties, à tout organe établi aux termes de la présente Convention ou aux termes d'un ACCORD, ou encore à toute Partie",,,,I008,qwen3-8b,,
ACCORDS,toute proposition d'amendement,,,,I008,qwen3-8b,,
Conférence des Parties,la Conférence des Parties,,,,I008,qwen3-8b,,
dispositions,les dispositions de la présente Convention,,,,I008,qwen3-8b,,
codification,la codification et l'élaboration du droit de la mer,,,,I008,qwen3-8b,,
droit de la mer,le droit de la mer,,,,I008,qwen3-8b,,
Conférence des Nations Unies sur le droit de la mer,la Conférence des Nations Unies sur le droit de la mer convoquée en application de la Résolution 2750 C (XXV) de l'Assemblée générale des Nations Unies,,,,I008,qwen3-8b,,
Résolution 2750 C (XXV),la Résolution 2750 C (XXV) de l'Assemblée générale des Nations Unies,,,,I008,qwen3-8b,,
Etat côtier,l'Etat côtier,,,,I008,qwen3-8b,,
Etat du pavillon,l'Etat du pavillon,,,,I008,qwen3-8b,,
traité,"tout traité, convention ou accord existants",,,,I008,qwen3-8b,,
mesures internes,des mesures internes,,,,I008,qwen3-8b,,
amendement,Les amendements sont adoptés à la majorité des deux tiers des Parties présentes et votantes.,Article XIII 4.,,fr,I008,qwen3-8b,,
différend,Tout différend survenant entre deux ou plusieurs Parties à la présente Convention relativement à l'interprétation ou l'application des dispositions de la présente Convention fera l'objet de négociations entre les Parties concernées.,Article XIII 1.,,fr,I008,qwen3-8b,,
observation,Toute observation portant sur le texte de la proposition d'amendement émanant des Parties est communiquée au Secrétariat soixante jours au moins avant l'ouverture de la session.,Article XIII 3.,,fr,I008,qwen3-8b,,
Espèce migratrice,"l'ensemble de la population ou toute espèce ou de tout taxon inférieur d'animaux sauvages, dont une fraction importante franchit cycliquement et de façon prévisible une ou plusieurs des limites de juridiction nationale",k),,fr,I008,qwen3-8b,,
